,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Effective Catch,Fracwild
4215,1989,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,21199.0,1964.0,2009.0,,-99.0
4216,1990,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,17506.0,1964.0,2009.0,,-99.0
4217,1991,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,9066.0,1964.0,2009.0,,-99.0
4218,1992,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,6307.0,1964.0,2009.0,,-99.0
4219,1993,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,7025.0,1964.0,2009.0,,-99.0
4220,1994,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,9939.0,1964.0,2009.0,,-99.0
4221,1995,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,9718.0,1964.0,2009.0,,-99.0
4222,1996,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,13971.0,1964.0,2009.0,,-99.0
4223,1997,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,8670.0,1964.0,2009.0,,-99.0
4224,1998,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,5929.0,1964.0,2009.0,,-99.0
4225,1999,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,3184.0,1964.0,2009.0,,-99.0
4226,2000,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,9820.0,1964.0,2009.0,,-99.0
