Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,606.0,1.0,606.0,657.0,431.64,279.44000000000005
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,281.0,1.0,281.0,606.0,657.0,431.64
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,338.0,1.0,338.0,281.0,606.0,657.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1104.0,1.0,1104.0,338.0,281.0,606.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1585.0,1.0,1585.0,1104.0,338.0,281.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,956.0,1.0,956.0,1585.0,1104.0,338.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1284.0,1.0,1284.0,956.0,1585.0,1104.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1106.0,1.0,1106.0,1284.0,956.0,1585.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1152.0,1.0,1152.0,1106.0,1284.0,956.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,914.0,1.0,914.0,1152.0,1106.0,1284.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,813.0,1.0,813.0,914.0,1152.0,1106.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,797.0,1.0,797.0,813.0,914.0,1152.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1169.0,1.0,1169.0,797.0,813.0,914.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1263.0,1.0,1263.0,1169.0,797.0,813.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,947.0,1.0,947.0,1263.0,1169.0,797.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,328.0,1.0,328.0,947.0,1263.0,1169.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,664.0,1.0,664.0,328.0,947.0,1263.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,221.0,1.0,221.0,664.0,328.0,947.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1097.0,1.0,1097.0,221.0,664.0,328.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,157.0,1.0,157.0,1097.0,221.0,664.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,155.0,1.0,155.0,157.0,1097.0,221.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,76.0,1.0,76.0,155.0,157.0,1097.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,520.0,1.0,520.0,76.0,155.0,157.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,375.0,1.0,375.0,520.0,76.0,155.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,492.0,1.0,492.0,375.0,520.0,76.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,675.0,1.0,675.0,492.0,375.0,520.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,419.0,0.77,322.63,675.0,492.0,375.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,640.0,0.68,435.20000000000005,322.63,675.0,492.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,975.0,0.55,536.25,435.20000000000005,322.63,675.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,296.0,0.24,71.03999999999999,536.25,435.20000000000005,322.63
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,95.0,0.6,57.0,71.03999999999999,536.25,435.20000000000005
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,163.0,0.65,105.95,57.0,71.03999999999999,536.25
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,196.0,0.25,49.0,105.95,57.0,71.03999999999999
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,501.0,0.49,245.49,49.0,105.95,57.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,67.0,0.75,50.25,245.49,49.0,105.95
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,37.0,1.0,37.0,50.25,245.49,49.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,96.0,1.0,96.0,37.0,50.25,245.49
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,191.0,0.96,183.35999999999999,96.0,37.0,50.25
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,193.0,1.0,193.0,183.35999999999999,96.0,37.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,132.0,0.91,120.12,193.0,183.35999999999999,96.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,388.0,0.75,291.0,120.12,193.0,183.35999999999999
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,689.0,0.79,544.3100000000001,291.0,120.12,193.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,897.0,0.52,466.44,544.3100000000001,291.0,120.12
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,894.0,0.55,491.70000000000005,466.44,544.3100000000001,291.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,963.0,0.36,346.68,491.70000000000005,466.44,544.3100000000001
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,694.0,0.24,166.56,346.68,491.70000000000005,466.44
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,521.0,0.41,213.60999999999999,166.56,346.68,491.70000000000005
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,443.0,0.48,212.64,213.60999999999999,166.56,346.68
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1778.0,0.43,764.54,212.64,213.60999999999999,166.56
2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1240.0,0.47,582.8,764.54,212.64,213.60999999999999
1954,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,794.0,1.0,794.0,582.8,764.54,212.64
1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1082.0,1.0,1082.0,794.0,582.8,764.54
1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,2020.0,1.0,2020.0,1082.0,794.0,582.8
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,4104.0,1.0,4104.0,2020.0,1082.0,794.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1.0,305.0,4104.0,2020.0,1082.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1984.0,1.0,1984.0,305.0,4104.0,2020.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,898.0,1.0,898.0,1984.0,305.0,4104.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,438.0,1.0,438.0,898.0,1984.0,305.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1474.0,1.0,1474.0,438.0,898.0,1984.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,778.0,1.0,778.0,1474.0,438.0,898.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1003.0,1.0,1003.0,778.0,1474.0,438.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,869.0,1.0,869.0,1003.0,778.0,1474.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,822.0,1.0,822.0,869.0,1003.0,778.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1.0,305.0,822.0,869.0,1003.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,657.0,1.0,657.0,305.0,822.0,869.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,931.0,1.0,931.0,657.0,305.0,822.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,942.0,1.0,942.0,931.0,657.0,305.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,652.0,1.0,652.0,942.0,931.0,657.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,871.0,1.0,871.0,652.0,942.0,931.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,683.0,1.0,683.0,871.0,652.0,942.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,459.0,1.0,459.0,683.0,871.0,652.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,377.0,1.0,377.0,459.0,683.0,871.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,547.0,1.0,547.0,377.0,459.0,683.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,267.0,1.0,267.0,547.0,377.0,459.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1446.0,1.0,1446.0,267.0,547.0,377.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,92.0,1.0,92.0,1446.0,267.0,547.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,102.0,1.0,102.0,92.0,1446.0,267.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,140.0,1.0,140.0,102.0,92.0,1446.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,228.0,1.0,228.0,140.0,102.0,92.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,216.0,1.0,216.0,228.0,140.0,102.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,233.0,1.0,233.0,216.0,228.0,140.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1209.0,1.0,1209.0,233.0,216.0,228.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,655.0,0.5,327.5,1209.0,233.0,216.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,908.0,0.5,454.0,327.5,1209.0,233.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,868.0,0.63,546.84,454.0,327.5,1209.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,319.0,1.0,319.0,546.84,454.0,327.5
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,528.0,0.44,232.32,319.0,546.84,454.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,399.0,0.62,247.38,232.32,319.0,546.84
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,394.0,0.1,39.400000000000006,247.38,232.32,319.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,415.0,0.56,232.40000000000003,39.400000000000006,247.38,232.32
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,54.0,0.56,30.240000000000002,232.40000000000003,39.400000000000006,247.38
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,70.0,1.0,70.0,30.240000000000002,232.40000000000003,39.400000000000006
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,311.0,0.95,295.45,70.0,30.240000000000002,232.40000000000003
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,188.0,0.96,180.48,295.45,70.0,30.240000000000002
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,209.0,1.0,209.0,180.48,295.45,70.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,149.0,0.95,141.54999999999998,209.0,180.48,295.45
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,461.0,0.97,447.17,141.54999999999998,209.0,180.48
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,608.0,0.94,571.52,447.17,141.54999999999998,209.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,664.0,0.99,657.36,571.52,447.17,141.54999999999998
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,559.0,0.99,553.41,657.36,571.52,447.17
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,493.0,0.99,488.07,553.41,657.36,571.52
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,348.0,1.0,348.0,488.07,553.41,657.36
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,448.0,0.94,421.12,348.0,488.07,553.41
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,313.0,0.96,300.47999999999996,421.12,348.0,488.07
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,549.0,0.86,472.14,300.47999999999996,421.12,348.0
2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,765.0,1.0,765.0,472.14,300.47999999999996,421.12
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1586.0,1.0,1586.0,765.0,472.14,300.47999999999996
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,759.0,1.0,759.0,1586.0,765.0,472.14
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2672.0,1.0,2672.0,759.0,1586.0,765.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1778.0,1.0,1778.0,2672.0,759.0,1586.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1230.0,1.0,1230.0,1778.0,2672.0,759.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2442.0,1.0,2442.0,1230.0,1778.0,2672.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2682.0,1.0,2682.0,2442.0,1230.0,1778.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1576.0,1.0,1576.0,2682.0,2442.0,1230.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,682.0,1.0,682.0,1576.0,2682.0,2442.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1971.0,1.0,1971.0,682.0,1576.0,2682.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,471.0,1.0,471.0,1971.0,682.0,1576.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,288.0,1.0,288.0,471.0,1971.0,682.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,192.0,1.0,192.0,288.0,471.0,1971.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,577.0,1.0,577.0,192.0,288.0,471.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,740.0,1.0,740.0,577.0,192.0,288.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,48.0,1.0,48.0,740.0,577.0,192.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,231.0,1.0,231.0,48.0,740.0,577.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,192.0,1.0,192.0,231.0,48.0,740.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,260.0,1.0,260.0,192.0,231.0,48.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,221.0,1.0,221.0,260.0,192.0,231.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,115.0,1.0,115.0,221.0,260.0,192.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,346.0,1.0,346.0,115.0,221.0,260.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,654.0,1.0,654.0,346.0,115.0,221.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,552.0,0.09,49.68,654.0,346.0,115.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,610.0,0.28,170.8,49.68,654.0,346.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,65.0,0.75,48.75,170.8,49.68,654.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,302.0,0.22,66.44,48.75,170.8,49.68
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,272.0,0.33,89.76,66.44,48.75,170.8
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,636.0,0.09,57.239999999999995,89.76,66.44,48.75
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,337.0,0.54,181.98000000000002,57.239999999999995,89.76,66.44
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,150.0,0.2,30.0,181.98000000000002,57.239999999999995,89.76
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,85.0,0.67,56.95,30.0,181.98000000000002,57.239999999999995
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,433.0,0.98,424.34,56.95,30.0,181.98000000000002
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,281.0,0.97,272.57,424.34,56.95,30.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,258.0,0.98,252.84,272.57,424.34,56.95
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,84.0,0.85,71.39999999999999,252.84,272.57,424.34
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,471.0,0.97,456.87,71.39999999999999,252.84,272.57
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,899.0,0.85,764.15,456.87,71.39999999999999,252.84
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,685.0,0.96,657.6,764.15,456.87,71.39999999999999
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,541.0,1.0,541.0,657.6,764.15,456.87
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,676.0,0.98,662.48,541.0,657.6,764.15
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,478.0,0.94,449.32,662.48,541.0,657.6
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,359.0,1.0,359.0,449.32,662.48,541.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,293.0,0.92,269.56,359.0,449.32,662.48
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,365.0,0.94,343.09999999999997,269.56,359.0,449.32
2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,348.0,0.96,334.08,343.09999999999997,269.56,359.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,420.0,1.0,420.0,334.08,343.09999999999997,269.56
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,512.0,1.0,512.0,420.0,334.08,343.09999999999997
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,835.0,1.0,835.0,512.0,420.0,334.08
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,512.0,1.0,512.0,835.0,512.0,420.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,579.0,1.0,579.0,512.0,835.0,512.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,337.0,1.0,337.0,579.0,512.0,835.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,569.0,1.0,569.0,337.0,579.0,512.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,520.0,1.0,520.0,569.0,337.0,579.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,481.0,1.0,481.0,520.0,569.0,337.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,304.0,0.96,291.84,481.0,520.0,569.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,276.0,0.76,209.76,291.84,481.0,520.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,611.0,0.66,403.26,209.76,291.84,481.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,390.0,0.49,191.1,403.26,209.76,291.84
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,564.0,0.56,315.84000000000003,191.1,403.26,209.76
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,436.0,0.54,235.44000000000003,315.84000000000003,191.1,403.26
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,70.0,0.7,49.0,235.44000000000003,315.84000000000003,191.1
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,11.0,0.39,4.29,49.0,235.44000000000003,315.84000000000003
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,136.0,0.63,85.68,4.29,49.0,235.44000000000003
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,146.0,0.47,68.61999999999999,85.68,4.29,49.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,51.0,0.59,30.09,68.61999999999999,85.68,4.29
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,107.0,0.01,1.07,30.09,68.61999999999999,85.68
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,239.0,0.24,57.36,1.07,30.09,68.61999999999999
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,894.0,0.71,634.74,57.36,1.07,30.09
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,897.0,0.35,313.95,634.74,57.36,1.07
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,366.0,0.56,204.96,313.95,634.74,57.36
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,480.0,0.7,336.0,204.96,313.95,634.74
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,317.0,0.69,218.73,336.0,204.96,313.95
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,161.0,0.55,88.55000000000001,218.73,336.0,204.96
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,250.0,0.58,145.0,88.55000000000001,218.73,336.0
